query,seed_ortholog,GOs
g677,Gorai.008G207600.1,"GO:0000003,GO:0001101,GO:0003006,GO:0006950,GO:0006970,GO:0006972,GO:0007275,GO:0008150,GO:0009266,GO:0009409,GO:0009414,GO:0009415,GO:0009555,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0009791,GO:0009892,GO:0009894,GO:0009895,GO:0009908,GO:0010033,GO:0010035,GO:0010506,GO:0010507,GO:0019222,GO:0022414,GO:0031323,GO:0031324,GO:0031329,GO:0031330,GO:0032501,GO:0032502,GO:0033993,GO:0042221,GO:0042538,GO:0048229,GO:0048367,GO:0048519,GO:0048523,GO:0048608,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0061458,GO:0065007,GO:0090567,GO:0097305,GO:1901700"
g692,EOY22497,"GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0016592,GO:0031974,GO:0031981,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044451,GO:0044464,GO:0070013"
g723,EOY22431,"GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0009987,GO:0016787,GO:0019538,GO:0034641,GO:0042802,GO:0043170,GO:0043603,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0070006,GO:0070011,GO:0071704,GO:0140096,GO:1901564"
g701,XP_006440115.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010604,GO:0010628,GO:0016070,GO:0016072,GO:0019219,GO:0019222,GO:0022613,GO:0030490,GO:0030684,GO:0030688,GO:0031323,GO:0031325,GO:0031974,GO:0031981,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0034708,GO:0042254,GO:0042274,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044085,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045935,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0080090,GO:0090069,GO:0090070,GO:0090304,GO:1901360,GO:1902494,GO:1990234,GO:1990904,GO:2000232,GO:2000234"
g732,EOY22409,"GO:0000229,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005737,GO:0005829,GO:0009295,GO:0009507,GO:0009508,GO:0009532,GO:0009536,GO:0009570,GO:0042646,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464"
g764,EOY22298,"GO:0001101,GO:0003674,GO:0003824,GO:0004719,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006479,GO:0006807,GO:0006950,GO:0006970,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008213,GO:0008276,GO:0008757,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009737,GO:0009791,GO:0009845,GO:0009987,GO:0010033,GO:0010340,GO:0016740,GO:0016741,GO:0019538,GO:0030091,GO:0032259,GO:0032501,GO:0032502,GO:0033993,GO:0036211,GO:0042221,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0048856,GO:0050896,GO:0051998,GO:0071704,GO:0090351,GO:0097305,GO:0140096,GO:1901564,GO:1901700"
g796,Gorai.008G291100.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009328,GO:0009987,GO:0010467,GO:0016070,GO:0019538,GO:0019752,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902494"
g765,EOY22297,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464"
g796,Gorai.008G291100.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009328,GO:0009987,GO:0010467,GO:0016070,GO:0019538,GO:0019752,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902494"
g827,EOY21335,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009526,GO:0009527,GO:0009536,GO:0009707,GO:0009941,GO:0016020,GO:0016021,GO:0019867,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031350,GO:0031351,GO:0031354,GO:0031355,GO:0031358,GO:0031359,GO:0031967,GO:0031968,GO:0031969,GO:0031975,GO:0042170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0098588,GO:0098805"
g1958,EOY24516,"GO:0001101,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009719,GO:0009725,GO:0009737,GO:0010033,GO:0016597,GO:0031406,GO:0033993,GO:0036094,GO:0042221,GO:0043167,GO:0043168,GO:0043177,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0097305,GO:1901700"
g2338,EOY21127,"GO:0003674,GO:0003824,GO:0004842,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019941,GO:0030163,GO:0032446,GO:0036211,GO:0043161,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0051603,GO:0051865,GO:0061630,GO:0061659,GO:0070647,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575"
g2490,Gorai.008G244000.1,"GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006810,GO:0008150,GO:0016192,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0051179,GO:0051234"
g1010,EOY24909,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0009507,GO:0009536,GO:0016020,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0071944"
g1196,EOY22974,"GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006139,GO:0006378,GO:0006379,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0031123,GO:0031124,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043631,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:1901360,GO:1901363"
g1226,EOY23306,"GO:0006629,GO:0006720,GO:0006721,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016108,GO:0016109,GO:0016114,GO:0016116,GO:0016117,GO:0016122,GO:0016123,GO:0042440,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0046148,GO:0071704,GO:1901576"
g2015,EOY20609,"GO:0003674,GO:0003824,GO:0003906,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006281,GO:0006304,GO:0006305,GO:0006306,GO:0006325,GO:0006342,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006952,GO:0006974,GO:0006996,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009620,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010639,GO:0016043,GO:0016458,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031935,GO:0031936,GO:0032259,GO:0033043,GO:0033044,GO:0033554,GO:0034641,GO:0035510,GO:0040029,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044728,GO:0045814,GO:0045815,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050832,GO:0050896,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0060968,GO:0060969,GO:0065007,GO:0070988,GO:0071704,GO:0071840,GO:0080090,GO:0080111,GO:0090304,GO:0098542,GO:0140097,GO:1901360,GO:1902275,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1905268,GO:2000112,GO:2000113,GO:2001141,GO:2001251"
g565,EOY24895,"GO:0000041,GO:0003674,GO:0005215,GO:0005384,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006828,GO:0008150,GO:0008152,GO:0008324,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009987,GO:0010207,GO:0010270,GO:0015075,GO:0015095,GO:0015318,GO:0015693,GO:0015979,GO:0016020,GO:0016043,GO:0019684,GO:0022607,GO:0022857,GO:0022890,GO:0030001,GO:0031976,GO:0031984,GO:0034220,GO:0034357,GO:0034622,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0046873,GO:0046915,GO:0051179,GO:0051234,GO:0055035,GO:0055085,GO:0065003,GO:0070838,GO:0071421,GO:0071840,GO:0072511,GO:0098655,GO:0098660,GO:0098662,GO:1903830"
g594,Gorai.003G111700.1,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0006464,GO:0006807,GO:0006950,GO:0006970,GO:0006979,GO:0008113,GO:0008150,GO:0008152,GO:0009314,GO:0009416,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009628,GO:0009651,GO:0009719,GO:0009725,GO:0009735,GO:0009941,GO:0009987,GO:0010033,GO:0016491,GO:0016667,GO:0016671,GO:0019538,GO:0031967,GO:0031975,GO:0033554,GO:0033744,GO:0034599,GO:0036211,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071704,GO:0080167,GO:1901564"
g626,Gorai.008G211000.1,"GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0009832,GO:0009834,GO:0009987,GO:0010383,GO:0010410,GO:0010413,GO:0010417,GO:0012505,GO:0015020,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0016763,GO:0031410,GO:0031982,GO:0031984,GO:0033692,GO:0034637,GO:0034645,GO:0042546,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045491,GO:0045492,GO:0047517,GO:0070589,GO:0070592,GO:0071554,GO:0071669,GO:0071704,GO:0071840,GO:0080116,GO:0097708,GO:0098791,GO:1901576"
g718,EOY22446,"GO:0000050,GO:0000053,GO:0003674,GO:0003824,GO:0004055,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006575,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0019627,GO:0019752,GO:0034641,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:0072350,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"
g750,EOY22340,"GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016787,GO:0019538,GO:0019783,GO:0043170,GO:0044238,GO:0070011,GO:0071567,GO:0071704,GO:0140096,GO:1901564"
g142,EOY21754,"GO:0003674,GO:0003700,GO:0006355,GO:0006950,GO:0006952,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141"
g173,EOY20807,"GO:0000003,GO:0000139,GO:0003006,GO:0003674,GO:0003824,GO:0004382,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006213,GO:0006220,GO:0006244,GO:0006256,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0007548,GO:0008150,GO:0008152,GO:0008406,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009132,GO:0009134,GO:0009135,GO:0009137,GO:0009138,GO:0009140,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009179,GO:0009181,GO:0009185,GO:0009191,GO:0009193,GO:0009195,GO:0009218,GO:0009222,GO:0009259,GO:0009261,GO:0009653,GO:0009887,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010556,GO:0010557,GO:0010559,GO:0010560,GO:0010604,GO:0012505,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017110,GO:0018130,GO:0019222,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0022414,GO:0030173,GO:0030334,GO:0031090,GO:0031224,GO:0031228,GO:0031300,GO:0031301,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031401,GO:0031984,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032879,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0034656,GO:0035262,GO:0040012,GO:0042278,GO:0042454,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043262,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045134,GO:0045137,GO:0046031,GO:0046032,GO:0046048,GO:0046128,GO:0046130,GO:0046131,GO:0046133,GO:0046135,GO:0046434,GO:0046483,GO:0046700,GO:0046710,GO:0046712,GO:0048513,GO:0048518,GO:0048522,GO:0048608,GO:0048731,GO:0048856,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051270,GO:0055086,GO:0060049,GO:0060050,GO:0060255,GO:0061458,GO:0065007,GO:0071704,GO:0072521,GO:0072523,GO:0072527,GO:0072529,GO:0080090,GO:0098588,GO:0098791,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:1903018,GO:1903020,GO:2000112,GO:2000145"
g2475,EOY24602,"GO:0003674,GO:0003824,GO:0004421,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005911,GO:0006084,GO:0006139,GO:0006163,GO:0006629,GO:0006637,GO:0006644,GO:0006720,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009058,GO:0009117,GO:0009150,GO:0009240,GO:0009259,GO:0009506,GO:0009987,GO:0016740,GO:0016746,GO:0019287,GO:0019637,GO:0019693,GO:0030054,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035383,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046490,GO:0046912,GO:0051186,GO:0055044,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:1901135,GO:1901360,GO:1901564,GO:1901576"
g2566,EOY21816,"GO:0000724,GO:0000725,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0010035,GO:0010038,GO:0016444,GO:0033554,GO:0034641,GO:0042221,GO:0042393,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046686,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360"
g2543,Gorai.006G203500.1,"GO:0001932,GO:0001934,GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005840,GO:0005844,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0008047,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009893,GO:0009987,GO:0010467,GO:0010562,GO:0010604,GO:0015934,GO:0016020,GO:0019207,GO:0019209,GO:0019220,GO:0019222,GO:0019538,GO:0019887,GO:0022625,GO:0022626,GO:0030234,GO:0030295,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0032147,GO:0032268,GO:0032270,GO:0032991,GO:0033674,GO:0034641,GO:0034645,GO:0042325,GO:0042327,GO:0042788,GO:0043043,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043549,GO:0043603,GO:0043604,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0044877,GO:0045859,GO:0045860,GO:0045937,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0060255,GO:0065007,GO:0065009,GO:0071704,GO:0071944,GO:0080090,GO:0098772,GO:1901564,GO:1901566,GO:1901576,GO:1990904"
g2733,EOY22900,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005886,GO:0005911,GO:0006457,GO:0006950,GO:0006986,GO:0008150,GO:0009266,GO:0009408,GO:0009409,GO:0009506,GO:0009605,GO:0009607,GO:0009628,GO:0009987,GO:0010033,GO:0012505,GO:0016020,GO:0030054,GO:0033554,GO:0034605,GO:0034620,GO:0035966,GO:0035967,GO:0042221,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0055044,GO:0070417,GO:0070887,GO:0071310,GO:0071944"
g1294,EOY24119,"GO:0000275,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005753,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009628,GO:0009651,GO:0009987,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016469,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0033178,GO:0034220,GO:0034641,GO:0034654,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045259,GO:0045261,GO:0046034,GO:0046390,GO:0046483,GO:0046872,GO:0046914,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098798,GO:0098800,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600"
g1323,EOY24163,"GO:0000003,GO:0000014,GO:0000109,GO:0000110,GO:0000280,GO:0000712,GO:0000724,GO:0000725,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003697,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006281,GO:0006289,GO:0006296,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006979,GO:0006996,GO:0007049,GO:0007059,GO:0007127,GO:0007131,GO:0008150,GO:0008152,GO:0009314,GO:0009628,GO:0009987,GO:0016043,GO:0016787,GO:0016788,GO:0022402,GO:0022414,GO:0032991,GO:0033554,GO:0033683,GO:0034641,GO:0035825,GO:0036297,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0045132,GO:0046483,GO:0048285,GO:0050896,GO:0051304,GO:0051307,GO:0051321,GO:0051716,GO:0061982,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0097159,GO:0098813,GO:0140013,GO:0140097,GO:1901255,GO:1901360,GO:1901363,GO:1903046,GO:1990391"
g1410,XP_010110829.1,"GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0006073,GO:0006091,GO:0006112,GO:0008150,GO:0008152,GO:0008194,GO:0008466,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0015980,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033692,GO:0034637,GO:0034645,GO:0035251,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046527,GO:0055114,GO:0071704,GO:1901576"
g324,EOY23133,"GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0010033,GO:0010200,GO:0010243,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0042221,GO:0042493,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1901698,GO:1901700,GO:1903506,GO:2000112,GO:2001141"
g447,EOY23237,"GO:0000151,GO:0005575,GO:0005622,GO:0005623,GO:0019005,GO:0031461,GO:0032991,GO:0044424,GO:0044464,GO:1902494,GO:1990234"
g2519,EOY21844,"GO:0001101,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0007275,GO:0008150,GO:0009314,GO:0009416,GO:0009628,GO:0009639,GO:0009640,GO:0009719,GO:0009725,GO:0009733,GO:0009735,GO:0009737,GO:0009739,GO:0009741,GO:0009791,GO:0009889,GO:0009890,GO:0009892,GO:0010033,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0014070,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0033993,GO:0042221,GO:0042802,GO:0042803,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043392,GO:0044092,GO:0044424,GO:0044464,GO:0045892,GO:0045934,GO:0046983,GO:0048509,GO:0048519,GO:0048523,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051098,GO:0051100,GO:0051101,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0065009,GO:0080090,GO:0097159,GO:0097305,GO:1901363,GO:1901700,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141"
